PercAccuracy,Rep1,ParticipantPublicID,Sharing,True1,SM
1,1,9.00E+01,1,0,0.696666667
1,0,9.00E+01,1,0,0.696666667
6,0,9.00E+01,1,0,0.696666667
3,1,91,3,1,0.806666667
4,0,91,3,1,0.806666667
4,1,91,3,1,0.806666667
4,1,91,3,1,0.806666667
4,1,91,3,1,0.806666667
3,1,91,3,1,0.806666667
4,0,91,3,1,0.806666667
4,0,91,3,1,0.806666667
4,1,91,3,1,0.806666667
4,0,91,3,1,0.806666667
4,1,91,3,1,0.806666667
3,1,91,3,1,0.806666667
4,1,91,3,1,0.806666667
4,1,91,3,1,0.806666667
4,0,91,3,1,0.806666667
4,1,91,3,1,0.806666667
4,0,91,3,1,0.806666667
4,1,91,3,1,0.806666667
5,0,91,3,1,0.806666667
5,1,91,3,1,0.806666667
6,1,91,3,1,0.806666667
6,0,91,3,1,0.806666667
4,1,91,3,1,0.806666667
4,1,91,3,1,0.806666667
5,1,91,3,1,0.806666667
5,1,91,3,1,0.806666667
4,0,91,3,1,0.806666667
5,0,91,3,1,0.806666667
5,0,91,3,1,0.806666667
6,0,91,3,1,0.806666667
4,1,91,4,0,0.806666667
2,0,91,1,0,0.806666667
4,0,91,3,0,0.806666667
4,0,91,3,0,0.806666667
4,1,91,3,0,0.806666667
3,0,91,3,0,0.806666667
2,1,91,1,0,0.806666667
4,1,91,3,0,0.806666667
4,1,91,3,0,0.806666667
4,1,91,3,0,0.806666667
4,1,91,4,0,0.806666667
4,0,91,3,0,0.806666667
4,0,91,3,0,0.806666667
4,0,91,3,0,0.806666667
4,0,91,3,0,0.806666667
1,1,91,1,0,0.806666667
4,0,91,3,0,0.806666667
4,1,91,3,0,0.806666667
4,1,91,4,0,0.806666667
4,0,91,3,0,0.806666667
4,0,91,3,0,0.806666667
4,1,91,3,0,0.806666667
4,0,91,2,0,0.806666667
4,0,91,2,0,0.806666667
4,0,91,3,0,0.806666667
1,0,91,1,0,0.806666667
1,0,91,1,0,0.806666667
2,0,91,1,0,0.806666667
1,0,91,1,0,0.806666667
4,1,91,3,0,0.806666667
6,0,92,6,1,0.86375
3,1,92,2,1,0.86375
3,1,92,4,1,0.86375
5,0,92,5,1,0.86375
3,0,92,2,1,0.86375
6,1,92,3,1,0.86375
2,0,92,2,1,0.86375
6,0,92,6,1,0.86375
5,1,92,4,1,0.86375
3,0,92,3,1,0.86375
3,1,92,2,1,0.86375
3,1,92,1,1,0.86375
4,0,92,3,1,0.86375
6,1,92,5,1,0.86375
4,1,92,4,1,0.86375
4,0,92,2,1,0.86375
5,0,92,2,1,0.86375
2,0,92,2,1,0.86375
4,1,92,3,1,0.86375
5,0,92,5,1,0.86375
6,1,92,4,1,0.86375
6,0,92,6,1,0.86375
6,1,92,6,1,0.86375
6,1,92,4,1,0.86375
6,0,92,6,1,0.86375
6,1,92,5,1,0.86375
2,0,92,3,1,0.86375
6,0,92,5,1,0.86375
6,1,92,6,1,0.86375
1,0,92,2,1,0.86375
5,0,92,4,0,0.86375
5,1,92,6,0,0.86375
1,1,92,1,0,0.86375
6,1,92,6,0,0.86375
5,1,92,4,0,0.86375
1,1,92,3,0,0.86375
1,0,92,1,0,0.86375
4,0,92,3,0,0.86375
4,0,92,2,0,0.86375
5,0,92,3,0,0.86375
5,0,92,4,0,0.86375
5,0,92,3,0,0.86375
1,1,92,6,0,0.86375
1,1,92,1,0,0.86375
4,1,92,3,0,0.86375
3,1,92,3,0,0.86375
5,1,92,5,0,0.86375
1,0,92,1,0,0.86375
4,0,92,5,0,0.86375
6,0,92,6,0,0.86375
5,1,92,3,0,0.86375
4,1,92,4,0,0.86375
1,1,92,1,0,0.86375
1,1,92,2,0,0.86375
5,0,92,5,0,0.86375
1,1,92,1,0,0.86375
1,0,92,1,0,0.86375
1,1,92,1,0,0.86375
1,0,92,1,0,0.86375
3,0,92,3,0,0.86375
3,0,93,1,1,0.741666667
3,0,93,1,1,0.741666667
3,1,93,2,1,0.741666667
6,1,93,4,1,0.741666667
4,1,93,2,1,0.741666667
2,1,93,2,1,0.741666667
3,0,93,4,1,0.741666667
1,1,93,2,1,0.741666667
6,1,93,4,1,0.741666667
4,0,93,3,1,0.741666667
4,1,93,4,1,0.741666667
3,1,93,2,1,0.741666667
3,1,93,3,1,0.741666667
3,1,93,3,1,0.741666667
4,1,93,3,1,0.741666667
4,0,93,2,1,0.741666667
4,0,93,4,1,0.741666667
3,0,93,2,1,0.741666667
6,1,93,2,1,0.741666667
6,1,93,3,1,0.741666667
6,0,93,3,1,0.741666667
5,0,93,3,1,0.741666667
6,0,93,4,1,0.741666667
4,1,93,2,1,0.741666667
6,0,93,3,1,0.741666667
5,1,93,3,1,0.741666667
4,1,93,5,1,0.741666667
6,0,93,4,1,0.741666667
6,0,93,2,1,0.741666667
6,0,93,3,1,0.741666667
1,0,93,1,0,0.741666667
1,0,93,1,0,0.741666667
2,0,93,1,0,0.741666667
6,1,93,2,0,0.741666667
5,1,93,2,0,0.741666667
1,1,93,1,0,0.741666667
6,1,93,4,0,0.741666667
1,1,93,1,0,0.741666667
3,1,93,2,0,0.741666667
3,1,93,1,0,0.741666667
3,0,93,2,0,0.741666667
3,1,93,2,0,0.741666667
5,0,93,2,0,0.741666667
3,1,93,1,0,0.741666667
4,0,93,3,0,0.741666667
4,0,93,2,0,0.741666667
4,1,93,3,0,0.741666667
3,0,93,4,0,0.741666667
3,0,93,2,0,0.741666667
5,1,93,1,0,0.741666667
4,1,93,1,0,0.741666667
4,1,93,4,0,0.741666667
4,0,93,3,0,0.741666667
3,0,93,1,0,0.741666667
3,0,93,1,0,0.741666667
1,0,93,1,0,0.741666667
1,1,93,1,0,0.741666667
3,0,93,1,0,0.741666667
1,0,93,1,0,0.741666667
3,0,93,1,0,0.741666667
6,0,94,5,1,0.690416667
4,0,94,4,1,0.690416667
2,0,94,4,1,0.690416667
2,1,94,5,1,0.690416667
6,0,94,6,1,0.690416667
4,0,94,6,1,0.690416667
4,0,94,5,1,0.690416667
1,1,94,1,1,0.690416667
5,1,94,5,1,0.690416667
6,1,94,6,1,0.690416667
4,1,94,6,1,0.690416667
2,1,94,4,1,0.690416667
2,1,94,2,1,0.690416667
1,1,94,5,1,0.690416667
2,1,94,2,1,0.690416667
4,0,94,2,1,0.690416667
5,0,94,6,1,0.690416667
2,0,94,1,1,0.690416667
4,1,94,4,1,0.690416667
4,1,94,5,1,0.690416667
6,0,94,6,1,0.690416667
6,0,94,6,1,0.690416667
6,0,94,6,1,0.690416667
6,0,94,6,1,0.690416667
6,0,94,6,1,0.690416667
6,0,94,6,1,0.690416667
4,0,94,4,1,0.690416667
6,0,94,6,1,0.690416667
6,0,94,6,1,0.690416667
6,0,94,6,1,0.690416667
3,0,94,2,0,0.690416667
3,0,94,2,0,0.690416667
2,0,94,4,0,0.690416667
5,1,94,6,0,0.690416667
5,0,94,2,0,0.690416667
1,1,94,1,0,0.690416667
4,0,94,5,0,0.690416667
3,0,94,1,0,0.690416667
4,1,94,3,0,0.690416667
4,0,94,2,0,0.690416667
2,1,94,2,0,0.690416667
2,1,94,2,0,0.690416667
1,1,94,1,0,0.690416667
1,1,94,1,0,0.690416667
4,1,94,5,0,0.690416667
1,1,94,1,0,0.690416667
2,1,94,1,0,0.690416667
2,1,94,2,0,0.690416667
1,1,94,1,0,0.690416667
1,1,94,1,0,0.690416667
2,0,94,1,0,0.690416667
1,1,94,1,0,0.690416667
1,0,94,1,0,0.690416667
1,0,94,1,0,0.690416667
1,1,94,1,0,0.690416667
1,1,94,1,0,0.690416667
2,1,94,1,0,0.690416667
2,1,94,2,0,0.690416667
1,0,94,1,0,0.690416667
3,1,94,2,0,0.690416667
6,0,95,6,1,0.52875
4,1,95,1,1,0.52875
4,0,95,2,1,0.52875
6,0,95,6,1,0.52875
5,1,95,3,1,0.52875
6,0,95,6,1,0.52875
1,1,95,1,1,0.52875
1,1,95,1,1,0.52875
5,1,95,4,1,0.52875
6,0,95,6,1,0.52875
1,0,95,1,1,0.52875
3,0,95,1,1,0.52875
2,1,95,1,1,0.52875
1,1,95,1,1,0.52875
3,1,95,1,1,0.52875
3,0,95,1,1,0.52875
2,1,95,2,1,0.52875
1,1,95,1,1,0.52875
6,1,95,4,1,0.52875
5,1,95,5,1,0.52875
6,1,95,6,1,0.52875
6,1,95,6,1,0.52875
6,0,95,6,1,0.52875
4,1,95,2,1,0.52875
6,1,95,6,1,0.52875
6,1,95,5,1,0.52875
4,1,95,2,1,0.52875
2,0,95,3,1,0.52875
6,1,95,6,1,0.52875
2,0,95,1,1,0.52875
3,1,95,1,0,0.52875
1,1,95,1,0,0.52875
5,0,95,1,0,0.52875
1,0,95,1,0,0.52875
1,0,95,5,0,0.52875
3,0,95,1,0,0.52875
4,1,95,4,0,0.52875
2,1,95,1,0,0.52875
4,0,95,1,0,0.52875
1,0,95,1,0,0.52875
2,0,95,1,0,0.52875
3,1,95,2,0,0.52875
1,0,95,1,0,0.52875
1,0,95,1,0,0.52875
4,1,95,2,0,0.52875
1,1,95,1,0,0.52875
5,0,95,6,0,0.52875
4,1,95,1,0,0.52875
1,0,95,1,0,0.52875
1,0,95,1,0,0.52875
4,1,95,3,0,0.52875
6,0,95,6,0,0.52875
1,1,95,1,0,0.52875
2,0,95,1,0,0.52875
1,1,95,1,0,0.52875
1,0,95,1,0,0.52875
1,0,95,1,0,0.52875
1,0,95,1,0,0.52875
1,0,95,1,0,0.52875
1,0,95,1,0,0.52875
6,1,96,4,1,0.2125
4,1,96,1,1,0.2125
4,0,96,1,1,0.2125
2,0,96,1,1,0.2125
1,0,96,1,1,0.2125
4,1,96,1,1,0.2125
3,1,96,1,1,0.2125
3,1,96,1,1,0.2125
3,0,96,1,1,0.2125
3,1,96,1,1,0.2125
4,0,96,1,1,0.2125
3,1,96,1,1,0.2125
4,1,96,1,1,0.2125
4,0,96,1,1,0.2125
3,0,96,1,1,0.2125
4,0,96,1,1,0.2125
2,0,96,1,1,0.2125
5,0,96,1,1,0.2125
5,1,96,2,1,0.2125
4,0,96,1,1,0.2125
6,1,96,3,1,0.2125
6,0,96,4,1,0.2125
6,0,96,3,1,0.2125
3,0,96,1,1,0.2125
5,1,96,2,1,0.2125
6,1,96,1,1,0.2125
4,1,96,1,1,0.2125
6,1,96,6,1,0.2125
6,0,96,4,1,0.2125
6,1,96,2,1,0.2125
5,0,96,1,0,0.2125
1,0,96,1,0,0.2125
3,0,96,1,0,0.2125
4,1,96,1,0,0.2125
5,0,96,1,0,0.2125
1,0,96,1,0,0.2125
5,0,96,1,0,0.2125
3,1,96,1,0,0.2125
4,0,96,1,0,0.2125
4,0,96,1,0,0.2125
3,0,96,1,0,0.2125
4,0,96,1,0,0.2125
2,1,96,1,0,0.2125
4,1,96,1,0,0.2125
2,1,96,1,0,0.2125
2,1,96,1,0,0.2125
4,1,96,1,0,0.2125
1,1,96,1,0,0.2125
4,1,96,1,0,0.2125
3,0,96,1,0,0.2125
4,0,96,1,0,0.2125
5,1,96,1,0,0.2125
1,1,96,1,0,0.2125
2,0,96,1,0,0.2125
4,0,96,1,0,0.2125
1,1,96,1,0,0.2125
2,1,96,1,0,0.2125
1,0,96,1,0,0.2125
1,1,96,1,0,0.2125
6,1,96,5,0,0.2125
6,0,97,4,1,0.5125
1,1,97,1,1,0.5125
1,0,97,1,1,0.5125
6,1,97,6,1,0.5125
6,0,97,5,1,0.5125
1,1,97,1,1,0.5125
1,1,97,1,1,0.5125
1,0,97,1,1,0.5125
6,0,97,3,1,0.5125
1,1,97,1,1,0.5125
1,0,97,1,1,0.5125
6,0,97,4,1,0.5125
6,1,97,4,1,0.5125
1,1,97,1,1,0.5125
1,0,97,1,1,0.5125
6,1,97,3,1,0.5125
1,1,97,1,1,0.5125
1,1,97,1,1,0.5125
6,1,97,5,1,0.5125
1,0,97,1,1,0.5125
6,0,97,5,1,0.5125
6,0,97,4,1,0.5125
4,0,97,3,1,0.5125
6,0,97,4,1,0.5125
6,0,97,4,1,0.5125
4,1,97,4,1,0.5125
6,0,97,4,1,0.5125
6,1,97,5,1,0.5125
6,0,97,6,1,0.5125
1,0,97,1,1,0.5125
2,0,97,1,0,0.5125
1,0,97,1,0,0.5125
5,0,97,4,0,0.5125
6,1,97,4,0,0.5125
1,0,97,1,0,0.5125
6,0,97,1,0,0.5125
1,1,97,1,0,0.5125
2,1,97,1,0,0.5125
1,1,97,1,0,0.5125
1,0,97,1,0,0.5125
1,0,97,2,0,0.5125
2,0,97,1,0,0.5125
1,1,97,1,0,0.5125
1,1,97,1,0,0.5125
3,1,97,1,0,0.5125
1,0,97,1,0,0.5125
6,1,97,2,0,0.5125
1,1,97,1,0,0.5125
1,0,97,1,0,0.5125
1,1,97,1,0,0.5125
1,1,97,1,0,0.5125
6,0,97,2,0,0.5125
1,1,97,1,0,0.5125
1,1,97,1,0,0.5125
6,1,97,4,0,0.5125
1,0,97,1,0,0.5125
1,1,97,1,0,0.5125
1,0,97,1,0,0.5125
1,1,97,1,0,0.5125
1,1,97,1,0,0.5125
5,1,98,4,1,0.804166667
3,0,98,2,1,0.804166667
2,0,98,1,1,0.804166667
6,0,98,6,1,0.804166667
5,1,98,2,1,0.804166667
6,0,98,5,1,0.804166667
3,1,98,1,1,0.804166667
5,0,98,4,1,0.804166667
4,0,98,1,1,0.804166667
3,1,98,1,1,0.804166667
4,1,98,1,1,0.804166667
2,0,98,1,1,0.804166667
4,1,98,2,1,0.804166667
4,0,98,1,1,0.804166667
3,1,98,1,1,0.804166667
3,0,98,1,1,0.804166667
4,1,98,1,1,0.804166667
5,1,98,1,1,0.804166667
6,1,98,5,1,0.804166667
5,1,98,1,1,0.804166667
6,0,98,5,1,0.804166667
6,1,98,6,1,0.804166667
6,1,98,5,1,0.804166667
5,0,98,1,1,0.804166667
6,0,98,6,1,0.804166667
6,0,98,6,1,0.804166667
4,0,98,1,1,0.804166667
6,0,98,6,1,0.804166667
6,0,98,6,1,0.804166667
6,1,98,6,1,0.804166667
5,1,98,3,0,0.804166667
4,0,98,2,0,0.804166667
5,1,98,2,0,0.804166667
5,1,98,2,0,0.804166667
5,1,98,3,0,0.804166667
1,1,98,1,0,0.804166667
4,0,98,3,0,0.804166667
4,0,98,1,0,0.804166667
3,0,98,1,0,0.804166667
4,0,98,2,0,0.804166667
5,1,98,2,0,0.804166667
5,1,98,1,0,0.804166667
4,1,98,1,0,0.804166667
1,0,98,1,0,0.804166667
4,1,98,1,0,0.804166667
5,0,98,3,0,0.804166667
3,0,98,1,0,0.804166667
3,1,98,1,0,0.804166667
3,0,98,1,0,0.804166667
6,1,98,4,0,0.804166667
5,1,98,4,0,0.804166667
4,0,98,3,0,0.804166667
1,1,98,1,0,0.804166667
2,0,98,1,0,0.804166667
5,0,98,5,0,0.804166667
1,1,98,1,0,0.804166667
1,1,98,1,0,0.804166667
1,0,98,1,0,0.804166667
1,1,98,1,0,0.804166667
3,0,98,1,0,0.804166667
6,1,99,5,1,0.2375
5,1,99,2,1,0.2375
5,1,99,1,1,0.2375
6,0,99,2,1,0.2375
4,1,99,2,1,0.2375
6,1,99,5,1,0.2375
4,0,99,1,1,0.2375
5,1,99,2,1,0.2375
5,0,99,2,1,0.2375
4,0,99,1,1,0.2375
4,0,99,2,1,0.2375
5,1,99,1,1,0.2375
4,1,99,1,1,0.2375
5,0,99,3,1,0.2375
5,1,99,2,1,0.2375
4,1,99,2,1,0.2375
4,0,99,1,1,0.2375
5,0,99,2,1,0.2375
6,1,99,6,1,0.2375
5,1,99,1,1,0.2375
6,0,99,6,1,0.2375
6,0,99,5,1,0.2375
6,0,99,6,1,0.2375
5,1,99,4,1,0.2375
6,0,99,1,1,0.2375
5,0,99,3,1,0.2375
5,1,99,1,1,0.2375
6,1,99,3,1,0.2375
6,1,99,6,1,0.2375
5,1,99,2,1,0.2375
5,1,99,1,0,0.2375
1,0,99,1,0,0.2375
4,0,99,1,0,0.2375
3,0,99,3,0,0.2375
5,0,99,1,0,0.2375
5,0,99,1,0,0.2375
4,0,99,1,0,0.2375
5,1,99,2,0,0.2375
5,1,99,1,0,0.2375
5,1,99,2,0,0.2375
5,1,99,1,0,0.2375
5,1,99,2,0,0.2375
3,0,99,1,0,0.2375
2,0,99,1,0,0.2375
4,1,99,1,0,0.2375
5,0,99,1,0,0.2375
3,0,99,2,0,0.2375
5,0,99,1,0,0.2375
3,0,99,1,0,0.2375
4,0,99,1,0,0.2375
4,1,99,1,0,0.2375
5,0,99,1,0,0.2375
2,0,99,1,0,0.2375
3,1,99,1,0,0.2375
5,1,99,3,0,0.2375
1,1,99,1,0,0.2375
1,1,99,1,0,0.2375
1,0,99,1,0,0.2375
1,0,99,1,0,0.2375
4,1,99,1,0,0.2375
3,0,100,4,1,0.665416667
3,0,100,2,1,0.665416667
3,1,100,2,1,0.665416667
5,1,100,5,1,0.665416667
3,0,100,3,1,0.665416667
6,0,100,5,1,0.665416667
3,0,100,1,1,0.665416667
3,0,100,1,1,0.665416667
5,1,100,4,1,0.665416667
5,1,100,3,1,0.665416667
4,0,100,6,1,0.665416667
2,1,100,2,1,0.665416667
4,0,100,2,1,0.665416667
3,0,100,2,1,0.665416667
6,1,100,6,1,0.665416667
4,0,100,4,1,0.665416667
3,0,100,3,1,0.665416667
4,0,100,4,1,0.665416667
6,0,100,5,1,0.665416667
5,1,100,5,1,0.665416667
6,1,100,6,1,0.665416667
6,1,100,6,1,0.665416667
6,1,100,6,1,0.665416667
5,1,100,2,1,0.665416667
6,1,100,3,1,0.665416667
6,1,100,6,1,0.665416667
5,0,100,3,1,0.665416667
6,0,100,6,1,0.665416667
6,1,100,6,1,0.665416667
5,0,100,4,1,0.665416667
5,0,100,4,0,0.665416667
6,1,100,4,0,0.665416667
3,0,100,2,0,0.665416667
6,1,100,5,0,0.665416667
5,0,100,4,0,0.665416667
4,0,100,2,0,0.665416667
5,1,100,4,0,0.665416667
3,0,100,2,0,0.665416667
4,0,100,4,0,0.665416667
6,1,100,4,0,0.665416667
3,0,100,2,0,0.665416667
3,0,100,2,0,0.665416667
5,1,100,3,0,0.665416667
2,0,100,1,0,0.665416667
4,1,100,3,0,0.665416667
6,1,100,5,0,0.665416667
6,1,100,3,0,0.665416667
5,1,100,2,0,0.665416667
6,1,100,5,0,0.665416667
6,1,100,6,0,0.665416667
3,0,100,2,0,0.665416667
5,1,100,4,0,0.665416667
2,0,100,1,0,0.665416667
3,0,100,1,0,0.665416667
4,0,100,1,0,0.665416667
1,1,100,1,0,0.665416667
5,0,100,5,0,0.665416667
1,1,100,1,0,0.665416667
1,1,100,1,0,0.665416667
6,1,100,5,0,0.665416667
